Reference	s37rep1	s37rep2	s37rep3	s32rep2	s32rep1	s32rep3
ENST00000581516.1	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000335765.9	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000382038.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000327680.7	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000523064.1	1.0	1.0	3.0	1.0	1.0	1.0
ENST00000677786.1	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000357082.8	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000690283.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000350481.9	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000401990.5	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000469287.5	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000409145.5	1.0	0.0	0.0	1.0	1.0	1.0
ENST00000593017.2	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000473743.5	1.0	1.0	0.0	1.0	2.0	1.0
ENST00000450655.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000477828.6	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000524414.5	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000484036.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000222308.8	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000596558.6	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000361367.7	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000393926.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000651691.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000393473.6	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000393471.2	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000367998.5	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000432999.6	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000596123.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000413761.7	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000602080.1	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000558800.1	1.0	2.0	1.0	2.0	1.0	1.0
ENST00000558506.1	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000393924.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000419828.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000487418.8	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000467767.5	1.0	1.0	1.0	3.0	1.0	1.0
ENST00000514924.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000679770.1	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000680849.1	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000679903.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000681363.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000418543.8	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000436652.1	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000542800.1	1.0	1.0	2.0	1.0	1.0	2.0
ENST00000472218.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000393261.8	1.0	0.0	1.0	0.0	2.0	0.0
ENST00000289968.11	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000303210.9	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000258774.10	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000477555.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000395131.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000374606.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000379205.5	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000508457.1	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000684016.1	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000381431.10	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000438680.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000463385.5	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000394547.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000539436.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000333651.11	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000520736.1	1.0	0.0	1.0	3.0	1.0	3.0
ENST00000429746.2	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000389231.9	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000229268.13	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000637381.2	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000433655.6	1.0	0.0	0.0	0.0	2.0	0.0
ENST00000487995.1	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000537025.6	1.0	2.0	0.0	2.0	1.0	1.0
ENST00000677086.1	1.0	2.0	0.0	2.0	1.0	1.0
ENST00000563194.1	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000520354.5	1.0	2.0	1.0	2.0	2.0	2.0
ENST00000518671.5	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000560610.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000523277.6	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000276533.4	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000484312.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000518270.6	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000694875.1	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000694884.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000694874.1	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000694887.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000350763.9	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000270502.7	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000678991.1	1.0	1.0	1.0	1.0	3.0	0.0
ENST00000476218.1	1.0	0.0	5.0	1.0	1.0	0.0
ENST00000614314.4	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000254584.6	1.0	1.0	0.0	1.0	2.0	1.0
ENST00000522520.5	1.0	1.0	2.0	0.0	0.0	0.0
ENST00000560807.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000517588.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000519523.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000461665.5	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000324685.11	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000357890.9	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000367999.9	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000493683.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000602784.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000479249.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000299427.12	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000488478.5	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000487637.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000558793.1	1.0	1.0	2.0	2.0	2.0	1.0
ENST00000558828.5	1.0	1.0	2.0	1.0	2.0	1.0
ENST00000524463.6	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000251630.11	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000677877.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000476870.5	1.0	2.0	2.0	2.0	1.0	1.0
ENST00000637815.2	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000491554.6	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000651168.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000530584.5	1.0	1.0	2.0	0.0	1.0	0.0
ENST00000674699.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000679114.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000409837.5	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000675047.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000461708.1	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000413002.5	1.0	1.0	0.0	0.0	1.0	1.0
ENST00000490574.6	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000570794.2	1.0	2.0	2.0	1.0	1.0	1.0
ENST00000675543.1	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000411419.7	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000337195.10	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000398169.7	1.0	2.0	3.0	2.0	2.0	2.0
ENST00000677277.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000418917.7	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000675553.1	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000616524.4	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000620299.5	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000675890.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000674645.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000219431.4	1.0	0.0	0.0	0.0	2.0	0.0
ENST00000465670.1	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000674615.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000475415.5	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000676227.1	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000683439.1	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000562044.1	1.0	1.0	0.0	2.0	1.0	1.0
ENST00000445265.6	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000333167.13	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000388825.9	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000405883.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000543554.5	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000532446.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000532279.2	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000421787.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000264228.9	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000377797.7	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000461097.2	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000323668.11	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000683724.1	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000643257.2	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000532741.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000419152.7	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000529516.6	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000505897.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000310850.9	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000523916.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000309424.8	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000562396.1	1.0	1.0	0.0	3.0	2.0	3.0
ENST00000524624.5	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000302550.16	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000243501.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000695053.1	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000309534.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000691260.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000449358.2	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000692677.1	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000684784.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000470268.2	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000335508.11	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000652026.1	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000652738.1	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000462901.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000482016.6	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000500813.6	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000695049.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000471770.5	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000611607.4	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000599256.5	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000597692.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000374662.4	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000480851.5	1.0	3.0	4.0	3.0	1.0	2.0
ENST00000263579.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000323760.11	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000503574.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000370234.4	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000515314.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000302313.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000470395.1	1.0	2.0	2.0	1.0	0.0	2.0
ENST00000366932.4	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000695048.1	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000502283.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000583976.1	1.0	1.0	1.0	1.0	1.0	2.0
ENST00000405546.7	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000402096.5	1.0	1.0	0.0	1.0	2.0	0.0
ENST00000448447.6	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000404914.8	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000483552.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000642417.1	1.0	1.0	2.0	1.0	0.0	1.0
ENST00000448526.6	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000615513.4	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000582004.1	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000294179.8	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000377897.8	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000519855.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000680655.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000265113.9	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000699787.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000572684.2	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000597371.1	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000418931.7	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000342981.8	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000346169.7	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000328834.10	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000567316.1	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000379593.1	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000530739.5	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000677895.1	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000375119.8	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000626827.2	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000471773.5	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000512494.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000374677.8	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000679413.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000485862.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000482968.1	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000272233.6	1.0	2.0	1.0	1.0	1.0	1.0
ENST00000641455.1	1.0	1.0	1.0	2.0	1.0	4.0
ENST00000369407.3	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000372954.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000357558.9	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000538431.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000461765.5	1.0	2.0	1.0	1.0	2.0	2.0
ENST00000629610.2	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000641115.1	1.0	2.0	3.0	1.0	1.0	2.0
ENST00000641074.1	1.0	2.0	3.0	1.0	1.0	2.0
ENST00000642653.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000535479.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000261407.9	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000452510.7	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000593629.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000332132.8	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000358460.8	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000642610.2	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000507126.3	1.0	1.0	0.0	1.0	0.0	1.0
ENST00000478918.1	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000519088.5	1.0	1.0	0.0	1.0	2.0	0.0
ENST00000595633.5	1.0	3.0	3.0	3.0	2.0	1.0
ENST00000548921.5	1.0	1.0	3.0	2.0	2.0	3.0
ENST00000597577.5	1.0	2.0	2.0	2.0	2.0	1.0
ENST00000594845.5	1.0	2.0	3.0	3.0	1.0	1.0
ENST00000377973.4	1.0	1.0	2.0	3.0	2.0	3.0
ENST00000261658.7	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000598889.5	1.0	3.0	2.0	2.0	1.0	1.0
ENST00000382021.2	1.0	0.0	0.0	1.0	2.0	1.0
ENST00000648817.1	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000367888.8	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000494074.1	1.0	2.0	1.0	2.0	1.0	1.0
ENST00000356839.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000322910.9	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000428402.6	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000301327.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000358387.9	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000567408.1	1.0	0.0	0.0	3.0	3.0	2.0
ENST00000469256.6	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000565842.1	1.0	0.0	0.0	5.0	9.0	5.0
ENST00000681220.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000264904.8	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000629930.1	1.0	3.0	2.0	0.0	4.0	0.0
ENST00000259229.7	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000372504.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000442217.5	1.0	1.0	0.0	1.0	2.0	0.0
ENST00000372507.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000370833.7	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000372508.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000372502.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000681582.1	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000266682.10	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000230461.11	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000273156.11	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000287667.12	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000370836.6	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000286733.9	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000521229.5	1.0	1.0	0.0	2.0	2.0	1.0
ENST00000504763.1	1.0	1.0	0.0	3.0	3.0	1.0
ENST00000564550.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000574213.1	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000377139.8	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000327347.10	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000514213.7	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000596477.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000598820.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000519046.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000355803.8	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000325437.9	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000568209.5	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000562470.3	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000566229.1	1.0	0.0	0.0	0.0	1.0	1.0
ENST00000339397.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000696162.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000486101.1	1.0	2.0	1.0	2.0	1.0	1.0
ENST00000674508.1	1.0	2.0	1.0	1.0	1.0	0.0
ENST00000590947.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000677600.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000696156.1	1.0	2.0	2.0	2.0	2.0	1.0
ENST00000698622.1	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000698526.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000508748.6	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000698605.1	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000513973.6	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000669958.1	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000677682.1	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000518995.5	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000522800.5	1.0	1.0	2.0	1.0	1.0	1.0
ENST00000430779.6	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000676829.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000597198.5	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000471641.1	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000483622.1	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000403609.1	1.0	1.0	1.0	3.0	1.0	1.0
ENST00000473968.7	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000518427.5	1.0	0.0	0.0	0.0	2.0	0.0
ENST00000546396.1	1.0	2.0	2.0	2.0	1.0	2.0
ENST00000326799.7	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000376016.8	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000677066.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000543199.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000678384.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000677553.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000477952.1	1.0	2.0	0.0	1.0	1.0	1.0
ENST00000678794.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000677527.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000587589.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000649578.2	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000677425.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000677064.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000678551.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000507115.6	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000586590.5	1.0	1.0	1.0	2.0	3.0	1.0
ENST00000589555.5	1.0	0.0	0.0	1.0	2.0	0.0
ENST00000405852.5	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000548539.1	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000676819.1	1.0	2.0	2.0	1.0	1.0	1.0
ENST00000432807.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000248114.7	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000614713.4	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000361568.6	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000358625.4	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000395523.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000495390.2	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000382580.6	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000318887.8	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000547892.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000486406.5	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000616178.4	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000461338.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000381334.10	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000567806.1	1.0	1.0	0.0	1.0	2.0	0.0
ENST00000368654.8	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000368653.7	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000487235.5	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000456315.7	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000370966.9	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000392749.7	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000553128.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000548259.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000268057.9	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000479868.6	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000397117.5	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000451246.2	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000486778.1	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000454255.6	1.0	1.0	0.0	1.0	1.0	0.0
ENST00000259874.6	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000571362.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000564858.1	1.0	0.0	0.0	1.0	2.0	0.0
ENST00000312584.4	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000680070.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000473006.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000380305.4	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000473000.2	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000402673.7	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000397105.7	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000498289.5	1.0	0.0	1.0	0.0	0.0	1.0
ENST00000599293.1	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000601780.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000383789.9	1.0	1.0	2.0	2.0	1.0	2.0
ENST00000580322.5	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000383790.8	1.0	1.0	1.0	2.0	2.0	1.0
ENST00000509107.1	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000464327.2	1.0	0.0	1.0	1.0	2.0	2.0
ENST00000507010.6	1.0	1.0	0.0	1.0	1.0	1.0
ENST00000510146.5	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000296785.8	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000573928.1	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000574322.6	1.0	2.0	1.0	1.0	1.0	0.0
ENST00000573600.5	1.0	2.0	1.0	1.0	1.0	0.0
ENST00000622785.4	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000503967.1	1.0	1.0	3.0	4.0	1.0	2.0
ENST00000679051.1	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000509752.5	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000678242.1	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000678598.1	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000361804.5	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000520733.5	1.0	1.0	1.0	1.0	0.0	2.0
ENST00000471471.1	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000329214.13	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000456471.3	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000567941.5	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000311669.12	1.0	1.0	1.0	1.0	1.0	0.0
