"s37rep1_sum"	"s37rep2_sum"	"s37rep3_sum"	"s32rep1_sum"	"s32rep2_sum"	"s32rep3_sum"
"ENSG00000214203"	8	5	2	2	3	1
"ENSG00000214207"	2	0	0	0	0	0
"ENSG00000214210"	0	0	0	1	0	0
"ENSG00000214212"	3	1	5	5	0	0
"ENSG00000214222"	2	0	0	1	0	0
"ENSG00000214223"	2	5	3	2	5	1
"ENSG00000214226"	14	12	4	8	5	6
"ENSG00000214243"	4	3	3	1	1	7
"ENSG00000214249"	0	0	0	2	0	0
"ENSG00000214252"	0	0	0	2	2	0
"ENSG00000214253"	4293	5165	2944	3984	3963	3528
"ENSG00000214262"	5	1	2	1	8	0
"ENSG00000214268"	0	1	0	0	0	0
"ENSG00000214273"	0	0	2	0	0	2
"ENSG00000214274"	25	43	57	26	33	38
"ENSG00000214278"	0	1	0	0	0	1
"ENSG00000214279"	119	82	103	72	64	66
"ENSG00000214280"	0	3	5	0	0	3
"ENSG00000214289"	11	11	12	2	4	7
"ENSG00000214290"	1	1	0	1	0	0
"ENSG00000214295"	0	1	0	0	0	0
"ENSG00000214297"	0	0	3	0	0	0
"ENSG00000214300"	206	198	252	186	187	187
"ENSG00000214309"	7	4	7	11	7	21
"ENSG00000214313"	0	0	0	0	1	0
"ENSG00000214331"	15	14	12	4	5	5
"ENSG00000214336"	8	7	5	6	12	5
"ENSG00000214338"	11	1	6	3	12	6
"ENSG00000214354"	1	0	0	0	0	0
"ENSG00000214357"	5	6	1	4	0	6
"ENSG00000214359"	0	0	0	0	1	0
"ENSG00000214360"	0	0	0	1	0	0
"ENSG00000214367"	234	234	162	154	195	177
"ENSG00000214369"	1	1	0	3	4	2
"ENSG00000214374"	0	0	1	0	0	0
"ENSG00000214376"	0	0	1	0	0	0
"ENSG00000214389"	9	7	4	4	5	2
"ENSG00000214391"	39	21	13	41	28	13
"ENSG00000214413"	1636	2022	1696	1086	1273	1778
"ENSG00000214414"	0	0	0	0	1	0
"ENSG00000214425"	34	18	32	14	5	14
"ENSG00000214433"	0	0	1	0	0	0
"ENSG00000214435"	126	120	131	97	104	108
"ENSG00000214439"	7	2	4	5	8	1
"ENSG00000214447"	3	8	4	1	1	3
"ENSG00000214455"	2	6	0	2	1	0
"ENSG00000214456"	11	2	5	9	2	7
"ENSG00000214485"	174	209	169	149	176	193
"ENSG00000214510"	5	2	1	0	0	0
"ENSG00000214513"	4	1	3	0	0	0
"ENSG00000214514"	1	0	0	0	0	3
"ENSG00000214517"	992	858	572	596	718	463
"ENSG00000214530"	107	78	78	64	68	28
"ENSG00000214535"	4	1	0	0	0	1
"ENSG00000214541"	3	1	2	1	3	0
"ENSG00000214552"	1	0	0	1	0	0
"ENSG00000214553"	1	0	0	0	0	1
"ENSG00000214558"	1	1	1	0	0	0
"ENSG00000214562"	18	13	13	20	7	2
"ENSG00000214575"	18	28	25	16	8	27
"ENSG00000214578"	4	3	1	4	2	0
"ENSG00000214584"	0	0	0	0	1	0
"ENSG00000214593"	0	0	0	1	0	0
"ENSG00000214595"	15	25	23	8	19	15
"ENSG00000214612"	8	5	4	5	11	8
"ENSG00000214617"	1	1	0	0	0	0
"ENSG00000214626"	1	0	1	0	0	0
"ENSG00000214628"	0	0	0	1	0	0
"ENSG00000214651"	4	6	2	5	1	1
"ENSG00000214652"	23	12	25	8	11	4
"ENSG00000214654"	130	144	138	75	123	102
"ENSG00000214655"	175	182	153	146	145	79
"ENSG00000214657"	1	0	0	0	0	0
"ENSG00000214660"	2	0	0	0	0	0
"ENSG00000214676"	0	0	1	0	0	0
"ENSG00000214695"	4	0	0	1	2	0
"ENSG00000214700"	0	1	0	0	1	0
"ENSG00000214706"	3100	2612	1802	2393	2416	843
"ENSG00000214711"	0	0	2	0	0	0
"ENSG00000214717"	298	315	189	274	246	140
"ENSG00000214725"	23	40	24	21	18	35
"ENSG00000214736"	17603	20108	9493	17168	19699	14763
"ENSG00000214753"	83	94	39	85	67	70
"ENSG00000214756"	497	688	660	313	402	571
"ENSG00000214760"	1	3	1	1	0	1
"ENSG00000214765"	265	121	163	189	171	104
"ENSG00000214776"	9	5	14	8	6	2
"ENSG00000214787"	72	67	71	61	56	47
"ENSG00000214796"	100	130	103	193	184	149
"ENSG00000214807"	1	0	0	0	0	0
"ENSG00000214810"	4	0	0	1	3	1
"ENSG00000214812"	0	0	1	0	0	0
"ENSG00000214814"	0	0	0	3	0	1
"ENSG00000214819"	1	0	0	0	0	0
"ENSG00000214826"	18	9	7	7	4	4
"ENSG00000214827"	97	89	84	41	61	32
"ENSG00000214832"	6	6	10	23	14	17
"ENSG00000214837"	6	3	7	3	3	1
"ENSG00000214843"	0	0	1	0	0	0
"ENSG00000214855"	12	12	14	32	16	11
"ENSG00000214866"	42	33	42	33	21	26
"ENSG00000214875"	2	0	0	0	3	0
"ENSG00000214881"	0	0	0	0	0	1
"ENSG00000214889"	8	4	1	5	6	2
"ENSG00000214892"	1	0	0	0	0	0
"ENSG00000214904"	0	0	1	0	0	0
"ENSG00000214908"	1	2	2	1	1	0
"ENSG00000214914"	4	2	3	5	6	4
"ENSG00000214917"	0	0	1	0	0	0
"ENSG00000214925"	0	1	0	0	0	0
"ENSG00000214940"	83	92	84	76	53	64
"ENSG00000214941"	924	1255	982	860	1148	1116
"ENSG00000214944"	21	12	6	11	7	2
"ENSG00000214946"	0	0	0	0	1	1
"ENSG00000214954"	245	295	410	226	253	393
"ENSG00000214960"	20	13	16	8	36	14
"ENSG00000214961"	0	0	1	1	0	0
"ENSG00000214967"	62	71	64	60	42	52
"ENSG00000214973"	0	2	0	0	1	0
"ENSG00000214975"	0	1	0	0	2	0
"ENSG00000214980"	2	0	1	0	0	0
"ENSG00000214988"	0	1	0	0	0	0
"ENSG00000215005"	0	0	0	0	1	0
"ENSG00000215006"	1	2	0	1	1	0
"ENSG00000215007"	26	43	12	11	18	8
"ENSG00000215012"	388	393	296	422	342	278
"ENSG00000215016"	1	0	1	0	0	0
"ENSG00000215018"	37	46	34	43	28	14
"ENSG00000215021"	10459	9715	7743	7965	8455	6564
"ENSG00000215029"	1	0	1	0	0	0
"ENSG00000215030"	27	28	27	16	34	15
"ENSG00000215034"	0	0	1	0	0	0
"ENSG00000215041"	123	97	96	82	67	27
"ENSG00000215043"	0	1	0	0	0	0
"ENSG00000215045"	1	6	9	17	0	6
"ENSG00000215049"	1	0	0	0	0	0
"ENSG00000215063"	1	0	1	1	0	0
"ENSG00000215065"	0	0	0	0	0	1
"ENSG00000215086"	1	0	0	0	3	1
"ENSG00000215088"	0	0	1	0	0	0
"ENSG00000215089"	0	0	0	0	0	1
"ENSG00000215093"	1	0	0	0	0	0
"ENSG00000215097"	0	0	0	0	0	1
"ENSG00000215113"	2	0	0	3	0	0
"ENSG00000215114"	227	190	140	131	153	104
"ENSG00000215115"	2	0	0	2	0	0
"ENSG00000215120"	0	0	0	0	0	2
"ENSG00000215124"	0	1	0	0	0	0
"ENSG00000215126"	355	417	235	339	448	279
"ENSG00000215146"	0	0	0	1	0	0
"ENSG00000215151"	1	4	0	0	0	0
"ENSG00000215154"	70	36	57	43	32	24
"ENSG00000215156"	9	7	4	2	1	2
"ENSG00000215158"	5	3	7	1	2	1
"ENSG00000215186"	1	1	0	1	1	2
"ENSG00000215187"	0	0	1	3	1	0
"ENSG00000215190"	179	140	128	146	118	93
"ENSG00000215193"	418	270	350	332	238	269
"ENSG00000215197"	1	0	0	0	0	0
"ENSG00000215206"	0	0	1	2	0	0
"ENSG00000215217"	8	6	4	0	2	2
"ENSG00000215218"	4	4	5	4	4	7
"ENSG00000215221"	13	6	6	5	3	4
"ENSG00000215237"	1	0	0	0	2	0
"ENSG00000215251"	613	477	247	402	444	161
"ENSG00000215252"	319	396	172	194	183	129
"ENSG00000215262"	4	0	0	0	0	0
"ENSG00000215264"	0	1	0	0	0	0
"ENSG00000215268"	1	0	0	0	0	1
"ENSG00000215269"	2	2	3	0	5	1
"ENSG00000215270"	0	0	0	2	0	0
"ENSG00000215274"	0	2	0	1	0	0
"ENSG00000215277"	18	0	12	3	5	4
"ENSG00000215283"	1	0	1	0	0	0
"ENSG00000215284"	2	4	2	1	0	2
"ENSG00000215301"	8159	6813	3033	6821	7704	3606
"ENSG00000215302"	15	10	9	9	7	5
"ENSG00000215305"	269	235	144	194	205	156
"ENSG00000215313"	2	0	0	1	0	0
"ENSG00000215333"	2	1	4	2	0	1
"ENSG00000215343"	0	0	0	1	0	0
"ENSG00000215349"	0	0	0	1	0	0
"ENSG00000215354"	5	11	2	0	7	2
"ENSG00000215372"	0	0	1	0	0	0
"ENSG00000215375"	827	961	662	809	900	795
"ENSG00000215381"	0	0	0	0	0	1
"ENSG00000215388"	2	0	0	1	0	0
"ENSG00000215398"	0	0	3	0	2	1
"ENSG00000215421"	29	20	44	10	1	8
"ENSG00000215440"	190	96	119	186	137	67
"ENSG00000215452"	7	3	3	2	6	0
"ENSG00000215456"	2	0	6	0	0	0
"ENSG00000215457"	0	0	1	0	0	0
"ENSG00000215467"	4	1	0	0	0	0
"ENSG00000215472"	29704	35860	31210	24176	29188	33274
"ENSG00000215475"	11	4	2	4	4	2
"ENSG00000215478"	25	42	17	33	23	28
"ENSG00000215480"	6	4	2	2	3	4
"ENSG00000215492"	8	9	4	10	4	7
"ENSG00000215493"	0	0	1	0	0	1
"ENSG00000215506"	10	2	9	3	4	2
"ENSG00000215512"	0	0	4	0	0	0
"ENSG00000215529"	0	0	0	0	3	0
"ENSG00000215544"	3	6	13	1	0	2
"ENSG00000215548"	137	120	115	92	75	88
"ENSG00000215559"	15	11	18	12	13	16
"ENSG00000215567"	2	0	0	0	0	0
"ENSG00000215568"	1	0	0	0	0	0
"ENSG00000215612"	25	23	10	13	18	11
"ENSG00000215630"	38	32	31	21	27	9
"ENSG00000215695"	15	17	7	9	15	11
"ENSG00000215704"	0	3	7	4	2	1
"ENSG00000215712"	1743	2104	1476	1893	2068	1891
"ENSG00000215717"	705	740	544	566	653	581
"ENSG00000215760"	0	0	0	0	1	0
"ENSG00000215771"	2	4	3	0	2	1
"ENSG00000215784"	193	211	119	81	128	97
"ENSG00000215788"	4	18	25	3	0	10
"ENSG00000215790"	1	4	2	0	1	1
"ENSG00000215795"	0	0	0	0	1	0
"ENSG00000215805"	0	0	0	0	0	1
"ENSG00000215811"	0	0	0	4	0	0
"ENSG00000215812"	0	0	0	0	0	1
"ENSG00000215817"	2	0	0	1	0	0
"ENSG00000215833"	4	0	0	0	0	0
"ENSG00000215835"	0	1	1	0	0	0
"ENSG00000215837"	74	86	48	72	70	57
"ENSG00000215838"	0	1	1	0	0	0
"ENSG00000215840"	0	0	2	2	0	0
"ENSG00000215845"	0	15	0	0	0	0
"ENSG00000215859"	33	10	13	22	10	12
"ENSG00000215861"	8	1	11	8	6	15
"ENSG00000215869"	7	0	3	0	5	3
"ENSG00000215871"	1	0	0	0	1	0
"ENSG00000215875"	0	1	0	0	1	0
"ENSG00000215878"	0	1	0	0	0	0
"ENSG00000215883"	505	442	373	346	304	273
"ENSG00000215905"	5	8	7	5	0	9
"ENSG00000215908"	27	19	15	21	14	1
"ENSG00000215910"	0	0	1	0	0	1
"ENSG00000215912"	22	19	25	22	14	19
"ENSG00000215914"	0	0	0	3	0	1
"ENSG00000215915"	85	111	133	67	51	84
"ENSG00000216285"	28	37	13	38	26	10
"ENSG00000216331"	0	0	1	0	0	0
"ENSG00000216359"	1	0	2	0	0	0
"ENSG00000216364"	0	1	0	0	0	0
"ENSG00000216365"	0	2	0	0	0	0
"ENSG00000216368"	0	1	0	0	0	0
"ENSG00000216378"	0	0	0	0	1	0
"ENSG00000216412"	0	1	0	1	0	0
"ENSG00000216480"	0	1	0	0	2	0
"ENSG00000216490"	812	916	491	655	548	609
"ENSG00000216523"	5	7	2	1	0	1
"ENSG00000216588"	1	1	0	0	0	0
"ENSG00000216613"	0	1	0	1	0	0
"ENSG00000216621"	0	0	1	0	0	0
"ENSG00000216624"	0	0	2	3	0	4
"ENSG00000216636"	0	0	0	1	0	0
"ENSG00000216639"	2	0	0	0	0	0
"ENSG00000216642"	0	1	0	0	0	0
"ENSG00000216649"	2	3	0	1	5	1
"ENSG00000216657"	2	0	0	1	5	3
"ENSG00000216676"	0	0	0	0	1	3
"ENSG00000216687"	0	0	0	1	0	0
"ENSG00000216718"	1	0	0	0	0	0
"ENSG00000216775"	74	25	46	23	11	11
"ENSG00000216781"	1	1	0	0	0	0
"ENSG00000216809"	2	1	0	1	0	0
"ENSG00000216819"	0	0	0	0	0	1
"ENSG00000216829"	0	1	0	0	0	0
"ENSG00000216835"	0	0	0	1	0	0
"ENSG00000216866"	61	51	50	55	40	19
"ENSG00000216867"	3	0	0	3	1	0
"ENSG00000216937"	12	14	45	16	39	39
"ENSG00000216977"	0	1	0	0	0	0
"ENSG00000216990"	0	0	1	0	0	0
"ENSG00000217027"	0	0	0	0	1	0
"ENSG00000217078"	3	0	0	0	0	0
"ENSG00000217085"	1	0	0	0	0	0
"ENSG00000217094"	0	0	1	1	0	1
"ENSG00000217120"	4	1	2	1	1	1
"ENSG00000217128"	175	214	106	145	117	110
"ENSG00000217130"	5	3	2	0	4	2
"ENSG00000217165"	0	0	0	0	0	3
"ENSG00000217228"	0	0	0	0	0	1
"ENSG00000217236"	15	15	9	11	16	21
"ENSG00000217239"	1	0	0	0	0	0
"ENSG00000217241"	2	0	0	1	0	0
"ENSG00000217275"	1	0	0	0	0	0
"ENSG00000217289"	0	0	1	0	0	0
"ENSG00000217325"	72	102	55	99	64	74
"ENSG00000217385"	1	0	1	0	0	1
"ENSG00000217404"	0	0	0	1	0	0
"ENSG00000217416"	5	6	13	3	3	7
"ENSG00000217442"	5	1	1	3	0	2
"ENSG00000217447"	4	3	0	0	0	0
"ENSG00000217527"	0	1	0	0	0	1
"ENSG00000217539"	2	0	1	0	6	0
"ENSG00000217555"	1073	1007	1105	844	1042	893
"ENSG00000217643"	0	0	2	0	1	1
"ENSG00000217644"	1	0	0	0	0	1
"ENSG00000217648"	27	45	12	13	25	14
"ENSG00000217653"	2	0	0	0	0	0
"ENSG00000217684"	6	2	0	3	0	5
"ENSG00000217716"	16	16	15	9	12	8
"ENSG00000217767"	0	0	1	0	0	0
"ENSG00000217769"	0	0	0	0	1	0
"ENSG00000217783"	0	2	1	0	0	0
"ENSG00000217801"	48	40	37	29	25	27
"ENSG00000217824"	0	1	0	0	0	0
"ENSG00000217835"	0	0	0	0	1	0
"ENSG00000217862"	0	1	1	1	0	2
"ENSG00000217897"	0	1	0	0	0	0
"ENSG00000217929"	1	2	2	0	0	0
"ENSG00000217930"	8233	7005	5581	7694	5943	4198
"ENSG00000217950"	3	0	3	4	1	0
"ENSG00000218073"	0	0	1	0	0	0
"ENSG00000218175"	50	77	70	49	67	44
"ENSG00000218198"	0	0	0	0	1	0
"ENSG00000218208"	0	0	0	0	2	1
"ENSG00000218226"	8	1	4	10	3	5
"ENSG00000218227"	0	3	0	3	1	0
"ENSG00000218233"	2	1	2	4	0	2
"ENSG00000218261"	0	1	0	0	0	0
"ENSG00000218265"	4	0	1	1	3	2
"ENSG00000218283"	6	8	4	3	9	2
"ENSG00000218300"	0	0	0	1	0	0
"ENSG00000218305"	105	105	75	89	64	44
"ENSG00000218313"	1	0	0	0	1	0
"ENSG00000218336"	79	89	84	91	69	62
"ENSG00000218347"	0	0	0	1	0	0
"ENSG00000218350"	0	0	0	1	0	1
"ENSG00000218358"	0	3	4	1	1	2
"ENSG00000218418"	0	2	0	0	0	0
"ENSG00000218426"	281	321	311	254	293	225
"ENSG00000218454"	0	0	0	1	0	0
"ENSG00000218502"	0	0	0	2	1	0
"ENSG00000218521"	1	0	0	0	0	0
"ENSG00000218561"	0	0	0	0	0	1
"ENSG00000218582"	0	0	0	0	0	1
"ENSG00000218586"	0	1	1	0	0	0
"ENSG00000218596"	0	3	2	2	0	3
"ENSG00000218631"	0	0	2	1	0	1
"ENSG00000218676"	1	3	1	0	0	0
"ENSG00000218682"	0	0	1	2	0	0
"ENSG00000218713"	0	2	3	1	0	7
"ENSG00000218739"	2400	2741	2266	2244	2213	3023
"ENSG00000218749"	0	0	0	1	0	0
"ENSG00000218757"	2	1	1	0	0	0
"ENSG00000218793"	0	0	0	0	0	1
"ENSG00000218819"	1	0	0	0	0	0
"ENSG00000218857"	0	0	1	0	0	0
"ENSG00000218872"	0	0	0	1	0	0
"ENSG00000218890"	0	0	2	0	0	0
"ENSG00000218891"	29	37	21	14	27	22
"ENSG00000218896"	3	1	0	0	2	0
"ENSG00000218986"	0	0	1	0	0	0
"ENSG00000218996"	0	0	0	0	0	1
"ENSG00000219023"	1	0	1	2	1	1
"ENSG00000219073"	1	1	1	0	7	0
"ENSG00000219085"	1	0	0	0	0	0
"ENSG00000219088"	0	0	1	0	0	0
"ENSG00000219102"	0	0	0	0	0	1
"ENSG00000219133"	5	11	4	5	7	10
"ENSG00000219146"	4	1	2	1	3	2
"ENSG00000219149"	2	0	0	0	0	0
"ENSG00000219163"	1	0	0	0	1	0
"ENSG00000219186"	0	2	1	0	1	1
"ENSG00000219190"	0	0	0	2	0	0
"ENSG00000219200"	30863	35530	23395	29484	30288	25513
"ENSG00000219201"	5	3	2	3	1	2
"ENSG00000219257"	1	0	0	0	0	0
"ENSG00000219274"	1	0	0	0	0	1
"ENSG00000219329"	0	1	1	2	0	0
"ENSG00000219355"	0	1	1	3	0	0
"ENSG00000219361"	0	0	0	0	1	0
"ENSG00000219368"	2	1	1	0	0	0
"ENSG00000219387"	0	0	0	0	1	0
"ENSG00000219392"	5	14	2	6	14	3
"ENSG00000219395"	3	0	0	1	8	1
"ENSG00000219409"	1	0	0	1	0	0
"ENSG00000219433"	4	4	2	4	0	2
"ENSG00000219435"	14	2	0	3	0	0
"ENSG00000219451"	1	1	0	2	1	1
"ENSG00000219470"	3	3	3	2	1	3
"ENSG00000219481"	373	239	261	181	181	116
"ENSG00000219487"	0	0	0	0	1	0
"ENSG00000219491"	16	7	5	3	3	5
"ENSG00000219529"	12	12	8	4	3	6
"ENSG00000219532"	1	0	0	0	0	0
"ENSG00000219545"	415	476	502	320	285	203
"ENSG00000219547"	1	2	0	0	1	0
"ENSG00000219549"	0	1	1	0	0	0
"ENSG00000219553"	0	2	0	0	1	0
"ENSG00000219559"	0	2	1	0	2	1
"ENSG00000219565"	1	4	0	0	4	2
"ENSG00000219604"	0	0	0	0	1	0
"ENSG00000219607"	2	4	0	0	0	7
"ENSG00000219626"	247	225	267	191	167	195
"ENSG00000219642"	4	1	0	0	0	1
"ENSG00000219682"	5	1	0	0	0	0
"ENSG00000219693"	0	1	0	0	0	0
"ENSG00000219702"	0	0	1	0	0	0
"ENSG00000219712"	2	0	1	2	0	0
"ENSG00000219747"	3	4	2	5	3	2
"ENSG00000219790"	0	0	0	1	0	0
"ENSG00000219797"	1	0	0	0	1	0
"ENSG00000219814"	1	2	1	3	4	1
"ENSG00000219891"	2	0	3	0	0	1
"ENSG00000219902"	0	0	0	1	0	1
"ENSG00000219928"	16	30	40	15	25	24
"ENSG00000219932"	37	47	46	38	36	36
"ENSG00000220069"	0	0	1	0	0	0
"ENSG00000220091"	1	1	0	0	0	0
"ENSG00000220130"	11	17	8	13	11	13
"ENSG00000220201"	13	8	9	6	12	0
"ENSG00000220205"	224	247	284	186	133	163
"ENSG00000220237"	1	1	0	0	0	0
"ENSG00000220323"	13	9	17	11	13	1
"ENSG00000220343"	1	0	0	0	0	1
"ENSG00000220370"	9	8	3	9	9	4
"ENSG00000220377"	1	0	0	0	0	0
"ENSG00000220378"	0	1	0	0	0	0
"ENSG00000220392"	0	1	0	0	0	0
"ENSG00000220472"	1	0	2	1	0	2
"ENSG00000220506"	0	0	2	0	0	1
"ENSG00000220515"	1	0	0	1	0	0
"ENSG00000220563"	0	2	1	4	0	0
"ENSG00000220583"	9	15	8	21	18	10
"ENSG00000220586"	0	0	6	0	0	5
"ENSG00000220600"	0	0	0	1	0	0
"ENSG00000220666"	1	0	0	0	0	0
"ENSG00000220685"	0	2	0	3	6	0
"ENSG00000220695"	1	0	0	0	0	0
"ENSG00000220721"	0	0	0	0	0	1
"ENSG00000220739"	1	0	0	0	0	0
"ENSG00000220744"	0	2	0	0	0	0
"ENSG00000220748"	1	1	2	2	0	0
"ENSG00000220749"	38	57	46	41	47	55
"ENSG00000220758"	0	0	0	2	0	0
"ENSG00000220773"	0	0	0	0	1	0
"ENSG00000220785"	0	0	2	0	0	2
"ENSG00000220793"	94	98	57	65	77	76
"ENSG00000220804"	11	13	13	15	17	23
"ENSG00000220842"	2212	2403	2071	1955	2239	2343
"ENSG00000220848"	39	40	7	14	17	13
"ENSG00000220867"	2	0	0	0	0	0
"ENSG00000220871"	2	0	0	0	0	0
"ENSG00000220875"	0	3	9	7	3	3
"ENSG00000220918"	1	0	0	0	0	0
"ENSG00000220920"	2	0	1	0	0	0
"ENSG00000221813"	12	8	2	6	12	5
"ENSG00000221818"	17	29	19	14	27	7
"ENSG00000221821"	20	26	36	48	45	29
"ENSG00000221823"	106	164	85	74	139	73
"ENSG00000221829"	250	273	354	161	153	210
"ENSG00000221836"	10	9	15	24	19	4
"ENSG00000221838"	232	198	289	162	171	204
"ENSG00000221843"	11	25	12	24	12	2
"ENSG00000221844"	1	0	0	0	0	0
"ENSG00000221866"	0	1	1	0	0	0
"ENSG00000221869"	10	6	3	6	6	0
"ENSG00000221874"	46	46	28	40	52	41
"ENSG00000221878"	0	0	1	0	1	0
"ENSG00000221879"	0	1	1	0	0	0
"ENSG00000221882"	3	0	0	4	1	1
"ENSG00000221886"	146	90	103	22	37	23
"ENSG00000221887"	0	0	1	7	0	1
"ENSG00000221888"	2	1	3	0	3	0
"ENSG00000221890"	5	0	1	3	2	1
"ENSG00000221909"	171	189	137	95	79	82
"ENSG00000221914"	835	1005	649	589	747	525
"ENSG00000221916"	67	47	81	26	24	29
"ENSG00000221923"	19	48	24	30	31	38
"ENSG00000221926"	539	897	799	571	584	718
"ENSG00000221930"	4	1	11	3	4	9
"ENSG00000221933"	31	20	18	34	40	38
"ENSG00000221944"	1295	903	797	778	685	559
"ENSG00000221946"	4	0	2	0	0	1
"ENSG00000221947"	33	17	46	20	24	19
"ENSG00000221955"	45	38	33	66	36	28
"ENSG00000221962"	2	0	2	3	2	1
"ENSG00000221963"	352	227	226	172	152	193
"ENSG00000221968"	44	23	39	26	34	22
"ENSG00000221971"	0	0	0	1	0	0
"ENSG00000221978"	1222	1128	913	1026	904	433
"ENSG00000221983"	182171	228105	192102	154393	182397	198709
"ENSG00000221986"	50	35	22	29	23	12
"ENSG00000221988"	594	462	343	433	336	204
"ENSG00000221994"	15	38	53	8	1	10
"ENSG00000222009"	34	22	12	28	25	24
"ENSG00000222011"	178	212	166	146	211	138
"ENSG00000222014"	6	21	18	8	12	21
"ENSG00000222018"	12	3	5	0	0	2
"ENSG00000222019"	6	3	3	7	2	5
"ENSG00000222036"	36	35	24	35	25	13
"ENSG00000222046"	2	1	3	1	0	0
"ENSG00000222108"	14	5	3	4	1	1
"ENSG00000222378"	0	1	0	0	0	0
"ENSG00000222418"	0	0	0	1	0	0
"ENSG00000222578"	0	0	1	0	0	0
"ENSG00000222675"	0	2	0	0	0	3
"ENSG00000222741"	1	0	0	0	0	0
"ENSG00000222747"	1	0	0	0	0	0
"ENSG00000222838"	1	0	0	0	0	0
"ENSG00000222921"	1	0	0	0	0	0
"ENSG00000223086"	0	1	0	0	0	0
"ENSG00000223092"	0	0	0	0	0	1
"ENSG00000223113"	2	0	0	0	0	0
"ENSG00000223131"	0	5	2	2	0	0
"ENSG00000223203"	1	0	0	0	0	0
"ENSG00000223238"	0	0	1	2	0	0
"ENSG00000223290"	0	0	0	0	3	0
"ENSG00000223345"	1	0	0	0	1	0
"ENSG00000223361"	89	223	158	107	188	141
"ENSG00000223375"	1	2	0	0	0	0
"ENSG00000223396"	5	6	18	2	14	6
"ENSG00000223398"	2	0	2	0	0	0
"ENSG00000223416"	42	31	22	27	37	30
"ENSG00000223417"	19	6	0	0	8	0
"ENSG00000223429"	3	0	0	1	0	0
"ENSG00000223431"	1	0	0	0	0	0
"ENSG00000223443"	15	12	8	15	10	12
"ENSG00000223445"	1	0	0	0	0	0
"ENSG00000223455"	1	0	0	0	0	0
"ENSG00000223457"	0	0	0	0	0	1
"ENSG00000223459"	4	4	8	3	5	0
"ENSG00000223476"	1	0	0	1	0	0
"ENSG00000223496"	259	286	197	242	304	235
"ENSG00000223501"	244	157	172	149	153	117
"ENSG00000223503"	0	0	1	0	0	0
"ENSG00000223505"	0	0	0	0	1	0
"ENSG00000223508"	359	350	241	291	304	252
"ENSG00000223509"	59	20	13	26	11	30
"ENSG00000223510"	4	5	3	4	1	1
"ENSG00000223519"	10	9	17	4	7	7
"ENSG00000223547"	5	2	2	8	3	0
"ENSG00000223549"	1	0	0	0	0	0
"ENSG00000223551"	53	73	85	65	92	80
"ENSG00000223559"	2	0	3	1	0	0
"ENSG00000223564"	0	0	3	0	0	0
"ENSG00000223569"	2	0	0	0	0	0
"ENSG00000223572"	980	873	701	719	657	650
"ENSG00000223573"	9	7	7	3	7	3
"ENSG00000223575"	0	0	0	0	0	1
"ENSG00000223583"	1	1	0	0	0	0
"ENSG00000223584"	1	0	0	0	0	0
"ENSG00000223595"	0	0	0	1	0	0
"ENSG00000223599"	3	2	1	0	0	1
"ENSG00000223601"	0	0	0	2	0	0
"ENSG00000223602"	0	0	0	0	0	2
"ENSG00000223611"	129	104	116	114	56	97
"ENSG00000223622"	0	0	0	0	0	1
"ENSG00000223636"	0	0	2	0	0	0
"ENSG00000223638"	15	4	5	10	7	7
"ENSG00000223650"	1	0	0	0	0	0
"ENSG00000223657"	1	0	1	0	1	0
"ENSG00000223658"	18	27	19	22	27	41
"ENSG00000223663"	0	0	0	1	0	0
"ENSG00000223676"	0	3	1	2	1	0
"ENSG00000223683"	0	0	1	0	0	0
"ENSG00000223688"	0	0	0	0	1	0
"ENSG00000223691"	0	2	1	0	0	1
"ENSG00000223694"	0	0	0	1	0	0
"ENSG00000223703"	0	0	2	1	1	0
"ENSG00000223705"	88	65	45	78	40	11
"ENSG00000223717"	0	0	1	0	0	0
"ENSG00000223722"	0	0	0	1	0	0
"ENSG00000223723"	2	1	0	2	0	0
"ENSG00000223728"	0	2	0	0	0	0
"ENSG00000223756"	22	19	17	20	12	3
"ENSG00000223773"	33	22	40	38	21	40
"ENSG00000223779"	19	13	10	12	11	11
"ENSG00000223787"	0	2	0	2	0	0
"ENSG00000223802"	95	53	73	56	49	57
"ENSG00000223803"	2	1	0	2	0	0
"ENSG00000223804"	113	133	201	110	108	187
"ENSG00000223816"	0	0	0	2	0	1
"ENSG00000223819"	3	0	0	0	0	0
"ENSG00000223820"	1	0	10	0	0	1
"ENSG00000223828"	1	0	0	0	0	0
"ENSG00000223836"	0	5	1	0	2	0
"ENSG00000223839"	0	0	3	1	0	0
"ENSG00000223845"	0	1	0	0	0	0
"ENSG00000223849"	1	0	0	0	0	0
"ENSG00000223861"	0	0	0	1	0	0
"ENSG00000223865"	1038	888	676	789	613	350
"ENSG00000223875"	14	4	14	16	13	21
"ENSG00000223877"	1	0	0	2	1	1
"ENSG00000223878"	0	0	1	0	0	0
"ENSG00000223886"	38	63	109	34	51	80
"ENSG00000223889"	43	35	35	40	50	29
"ENSG00000223893"	0	0	0	2	0	0
"ENSG00000223899"	1	0	1	2	0	0
"ENSG00000223905"	1	1	0	0	0	0
"ENSG00000223916"	10	20	20	9	16	14
"ENSG00000223922"	2	0	0	1	0	1
"ENSG00000223951"	0	1	0	0	0	0
"ENSG00000223959"	388	445	220	409	307	263
"ENSG00000223963"	3	1	0	0	0	0
